Price,Close
Ticker,B3SA3.SA
Date,
2007-10-26,20.20018196105957
2007-10-29,18.474016189575195
2007-10-30,17.983301162719727
2007-10-31,18.76267433166504
2007-11-01,19.016687393188477
2007-11-05,18.358545303344727
2007-11-06,19.05132293701172
2007-11-07,19.628633499145508
2007-11-08,19.628633499145508
2007-11-09,21.360576629638672
2007-11-12,21.15850830078125
2007-11-13,20.667804718017578
2007-11-14,21.014188766479492
2007-11-16,20.350269317626953
2007-11-19,19.28225326538086
2007-11-21,18.468238830566406
2007-11-22,18.733800888061523
2007-11-23,18.416282653808594
2007-11-26,18.18535614013672
2007-11-27,17.319381713867188
2007-11-28,18.647205352783203
2007-11-29,19.963478088378906
2007-11-30,19.570907592773438
2007-12-03,18.76267433166504
2007-12-04,18.82040023803711
2007-12-05,19.917293548583984
2007-12-06,20.321414947509766
2007-12-07,20.494613647460938
2007-12-10,20.69666862487793
2007-12-11,20.552335739135742
2007-12-12,20.725526809692383
2007-12-13,20.754404067993164
2007-12-14,20.523469924926758
2007-12-17,19.339977264404297
2007-12-18,19.05132293701172
2007-12-19,19.19565773010254
2007-12-20,19.05132293701172
2007-12-21,19.801830291748047
2007-12-26,19.744102478027344
2007-12-27,19.48430824279785
2007-12-28,19.801830291748047
2008-01-02,19.253389358520508
2008-01-03,19.05132293701172
2008-01-04,17.492576599121094
2008-01-07,16.586198806762695
2008-01-08,17.29052734375
2008-01-09,16.972997665405273
2008-01-10,16.164764404296875
2008-01-11,16.42455291748047
2008-01-14,15.587448120117188
2008-01-15,14.149941444396973
2008-01-16,14.4385986328125
2008-01-17,14.946626663208008
2008-01-18,14.375090599060059
2008-01-21,13.480257034301758
2008-01-22,13.62458324432373
2008-01-23,12.585417747497559
2008-01-24,14.230759620666504
2008-01-28,14.779210090637207
2008-01-29,15.010137557983398
2008-01-30,15.24106216430664
2008-01-31,14.836939811706543
2008-02-01,15.731782913208008
2008-02-06,14.808077812194824
2008-02-07,14.201902389526367
2008-02-08,13.578401565551758
2008-02-11,14.357775688171387
2008-02-12,14.721481323242188
2008-02-13,14.860032081604004
2008-02-14,14.663743019104004
2008-02-15,14.19611930847168
2008-02-18,14.311583518981934
2008-02-19,13.884374618530273
2008-02-20,15.29879093170166
2008-02-21,14.784988403320312
2008-02-22,14.577153205871582
2008-02-25,14.779210090637207
2008-02-26,14.894673347473145
2008-02-27,15.529717445373535
2008-02-28,15.997339248657227
2008-02-29,15.29879093170166
2008-03-03,16.049297332763672
2008-03-04,15.327655792236328
2008-03-05,15.933830261230469
2008-03-06,15.310338020324707
2008-03-07,14.929306030273438
2008-03-10,14.917759895324707
2008-03-11,15.789504051208496
2008-03-12,15.69714641571045
2008-03-13,15.183331489562988
2008-03-14,14.698385238647461
2008-03-17,14.698385238647461
2008-03-18,14.375090599060059
2008-03-19,13.682316780090332
2008-03-20,13.278197288513184
2008-03-24,13.797781944274902
2008-03-25,14.346217155456543
2008-03-26,15.154463768005371
2008-03-27,14.721481323242188
2008-03-28,14.721481323242188
2008-03-31,13.653449058532715
2008-04-01,13.815093040466309
2008-04-02,13.884374618530273
2008-04-03,14.894673347473145
2008-04-04,15.293015480041504
2008-04-07,14.75033950805664
2008-04-08,14.253854751586914
2008-04-09,13.797781944274902
2008-04-10,13.133862495422363
2008-04-11,13.162734031677246
2008-04-14,12.504593849182129
2008-04-15,12.03697681427002
2008-04-16,12.654698371887207
2008-04-17,11.898422241210938
2008-04-18,12.03697681427002
2008-04-22,12.267900466918945
2008-04-23,11.83491325378418
2008-04-24,11.575119018554688
2008-04-25,12.192846298217773
2008-04-28,12.700883865356445
2008-04-29,12.256349563598633
2008-04-30,14.375090599060059
2008-05-02,16.309085845947266
2008-05-05,15.587448120117188
2008-05-06,15.015913009643555
2008-05-07,15.327655792236328
2008-05-08,15.731782913208008
2008-05-09,15.010137557983398
2008-05-12,15.726004600524902
2008-05-13,15.766411781311035
2008-05-14,15.26992416381836
2008-05-15,14.975504875183105
2008-05-16,15.55280876159668
2008-05-19,15.471988677978516
2008-05-20,15.356524467468262
2008-05-21,15.24106216430664
2008-05-23,15.079411506652832
2008-05-26,15.039008140563965
2008-05-27,15.500844955444336
2008-05-28,15.702908515930176
2008-05-29,15.674047470092773
2008-05-30,15.471988677978516
2008-06-02,15.29879093170166
2008-06-03,14.548279762268066
2008-06-04,13.855506896972656
2008-06-05,14.1441650390625
2008-06-06,13.278197288513184
2008-06-09,13.474480628967285
2008-06-10,13.104996681213379
2008-06-11,12.556554794311523
2008-06-12,12.562329292297363
2008-06-13,13.335926055908203
2008-06-16,13.62458324432373
2008-06-17,13.994062423706055
2008-06-18,13.416754722595215
2008-06-19,12.845208168029785
2008-06-20,12.700883865356445
2008-06-23,12.354493141174316
2008-06-24,12.64315128326416
2008-06-25,12.868302345275879
2008-06-26,12.244808197021484
2008-06-27,11.59821605682373
2008-06-30,11.488530158996582
2008-07-01,10.882349014282227
2008-07-02,10.472455978393555
2008-07-03,10.449362754821777
2008-07-04,10.564826965332031
2008-07-07,11.003581047058105
2008-07-08,11.546259880065918
2008-07-10,10.882349014282227
2008-07-11,10.564826965332031
2008-07-14,10.160707473754883
2008-07-15,10.333902359008789
2008-07-16,10.362763404846191
2008-07-17,10.276167869567871
2008-07-18,10.027925491333008
2008-07-21,9.814316749572754
2008-07-22,10.010604858398438
2008-07-23,10.616783142089844
2008-07-24,10.564826965332031
2008-07-25,10.622557640075684
2008-07-28,10.801523208618164
2008-07-29,10.81884765625
2008-07-30,11.251832008361816
2008-07-31,11.425025939941406
2008-08-01,10.795746803283691
2008-08-04,9.768134117126465
2008-08-05,9.92978286743164
2008-08-06,10.016383171081543
2008-08-07,9.837410926818848
2008-08-08,9.756587982177734
2008-08-11,9.410200119018555
2008-08-12,8.804021835327148
2008-08-13,8.544228553771973
2008-08-14,8.625051498413086
2008-08-15,8.31907844543457
2008-08-18,8.22670841217041
2008-08-19,8.879073143005371
2008-08-20,6.83538293838501
2008-08-21,6.621779441833496
2008-08-22,6.627551555633545
2008-08-25,6.471679210662842
2008-08-26,6.393183708190918
2008-08-27,7.012251853942871
2008-08-28,7.23211145401001
2008-08-29,7.197394371032715
2008-09-01,7.434608459472656
2008-09-02,7.208963394165039
2008-09-03,6.8849663734436035
2008-09-04,6.103898048400879
2008-09-05,6.2485432624816895
2008-09-08,5.8840413093566895
2008-09-09,5.606330394744873
2008-09-10,5.36911678314209
2008-09-11,5.062475681304932
2008-09-12,5.646831035614014
2008-09-15,4.859975814819336
2008-09-16,4.686406135559082
2008-09-17,4.535980224609375
2008-09-18,4.5417656898498535
2008-09-19,5.264975547790527
2008-09-22,5.004619121551514
2008-09-23,4.83104944229126
2008-09-24,4.9178338050842285
2008-09-25,5.201333522796631
2008-09-26,5.264975547790527
2008-09-29,4.20041036605835
2008-09-30,4.9178338050842285
2008-10-01,5.259188652038574
2008-10-02,4.859975814819336
2008-10-03,4.194623947143555
2008-10-06,4.1078362464904785
2008-10-07,4.067338466644287
2008-10-08,4.310336589813232
2008-10-09,4.5417656898498535
2008-10-10,4.281407356262207
2008-10-13,5.004619121551514
2008-10-14,4.744264125823975
2008-10-15,3.9921226501464844
2008-10-16,3.8764102458953857
2008-10-17,3.760697364807129
2008-10-20,3.8185534477233887
2008-10-21,3.5929126739501953
2008-10-22,3.1821281909942627
2008-10-23,2.8118441104888916
2008-10-24,2.6035590171813965
2008-10-27,2.3200604915618896
2008-10-28,2.6324877738952637
2008-10-29,3.037485122680664
2008-10-30,3.517697811126709
2008-10-31,3.3499128818511963
2008-11-03,3.425126075744629
2008-11-04,3.905339002609253
2008-11-05,3.4482693672180176
2008-11-06,3.1705570220947266
2008-11-07,3.2746987342834473
2008-11-10,3.1184866428375244
2008-11-11,3.286271572113037
2008-11-12,3.0085573196411133
2008-11-13,3.112698554992676
2008-11-14,2.939129590988159
2008-11-17,2.8754870891571045
2008-11-18,2.6556296348571777
2008-11-19,2.5167741775512695
2008-11-21,2.3200604915618896
2008-11-24,2.5109879970550537
2008-11-25,2.580416440963745
2008-11-26,2.7771294116973877
2008-11-27,2.823415517807007
2008-11-28,2.979628562927246
2008-12-01,2.7192721366882324
2008-12-02,2.6498446464538574
2008-12-03,2.4994170665740967
2008-12-04,2.586203098297119
2008-12-05,2.7424156665802
2008-12-08,3.1531989574432373
2008-12-09,3.326770305633545
2008-12-10,3.4424831867218018
2008-12-11,3.4714114665985107
2008-12-12,3.4424831867218018
2008-12-15,3.193700075149536
2008-12-16,3.3904130458831787
2008-12-17,3.529269218444824
2008-12-18,3.7317678928375244
2008-12-19,3.7144103050231934
2008-12-22,3.4135549068450928
2008-12-23,3.2168421745300293
2008-12-26,3.384626626968384
2008-12-29,3.5581986904144287
2008-12-30,3.4829835891723633
2009-01-02,3.7461435794830322
2009-01-05,4.053966045379639
2009-01-06,4.135278224945068
