Price,Close
Ticker,AAPL
Date,
1980-12-12,0.09872594475746155
1980-12-15,0.09357531368732452
1980-12-16,0.08670710772275925
1980-12-17,0.0888531506061554
1980-12-18,0.09142927080392838
1980-12-19,0.09700901806354523
1980-12-22,0.10173050314188004
1980-12-23,0.1060233786702156
1980-12-24,0.1116032600402832
1980-12-26,0.1219051331281662
1980-12-29,0.12362207472324371
1980-12-30,0.12061756104230881
1980-12-31,0.11718378216028214
1981-01-02,0.1184714138507843
1981-01-05,0.115896075963974
1981-01-06,0.11074476689100266
1981-01-07,0.1060233786702156
1981-01-08,0.10387726128101349
1981-01-09,0.1094570979475975
1981-01-12,0.10859868675470352
1981-01-13,0.10473572462797165
1981-01-14,0.10516495257616043
1981-01-15,0.10731105506420135
1981-01-16,0.1064525693655014
1981-01-19,0.1128908097743988
1981-01-20,0.1094570979475975
1981-01-21,0.1116032600402832
1981-01-22,0.1128908097743988
1981-01-23,0.112461619079113
1981-01-26,0.11074476689100266
1981-01-27,0.10988635569810867
1981-01-28,0.1064525693655014
1981-01-29,0.1025896891951561
1981-01-30,0.09700901806354523
1981-02-02,0.09142927080392838
1981-02-03,0.09486298263072968
1981-02-04,0.09829673171043396
1981-02-05,0.09829673171043396
1981-02-06,0.09872594475746155
1981-02-09,0.09357531368732452
1981-02-10,0.09357531368732452
1981-02-11,0.09057082235813141
1981-02-12,0.08971159905195236
1981-02-13,0.08756553381681442
1981-02-17,0.08971159905195236
1981-02-18,0.09357531368732452
1981-02-19,0.08799473196268082
1981-02-20,0.08327335864305496
1981-02-23,0.08456100523471832
1981-02-24,0.08155649900436401
1981-02-25,0.08670710772275925
1981-02-26,0.08799473196268082
1981-02-27,0.0910000279545784
1981-03-02,0.09142927080392838
1981-03-03,0.09014158695936203
1981-03-04,0.08928239345550537
1981-03-05,0.0888531506061554
1981-03-06,0.08799473196268082
1981-03-09,0.08112733066082001
1981-03-10,0.07726354897022247
1981-03-11,0.07425904273986816
1981-03-12,0.07726354897022247
1981-03-13,0.0764051154255867
1981-03-16,0.07941043376922607
1981-03-17,0.08327335864305496
1981-03-18,0.08842393755912781
1981-03-19,0.08756553381681442
1981-03-20,0.08842393755912781
1981-03-23,0.09185846149921417
1981-03-24,0.09142927080392838
1981-03-25,0.08971159905195236
1981-03-26,0.08799473196268082
1981-03-27,0.0849902406334877
1981-03-30,0.0849902406334877
1981-03-31,0.08413180708885193
1981-04-01,0.08327335864305496
1981-04-02,0.09057082235813141
1981-04-03,0.0910000279545784
1981-04-06,0.08928239345550537
1981-04-07,0.08842393755912781
1981-04-08,0.09271690994501114
1981-04-09,0.09443376958370209
1981-04-10,0.09572146087884903
1981-04-13,0.09572146087884903
1981-04-14,0.09572146087884903
1981-04-15,0.0910000279545784
1981-04-16,0.08584865927696228
1981-04-20,0.08842393755912781
1981-04-21,0.09443376958370209
1981-04-22,0.09786750376224518
1981-04-23,0.1004427820444107
1981-04-24,0.09958436340093613
1981-04-27,0.09872594475746155
1981-04-28,0.09700901806354523
1981-04-29,0.09572146087884903
1981-04-30,0.0974382609128952
1981-05-01,0.0974382609128952
1981-05-04,0.09700901806354523
1981-05-05,0.09657985717058182
1981-05-06,0.0940045416355133
1981-05-07,0.09529221802949905
1981-05-08,0.09615063667297363
1981-05-11,0.0940045416355133
1981-05-12,0.0940045416355133
1981-05-13,0.09357531368732452
1981-05-14,0.09228769689798355
1981-05-15,0.09443376958370209
1981-05-18,0.09615063667297363
1981-05-19,0.09443376958370209
1981-05-20,0.0974382609128952
1981-05-21,0.1030188649892807
1981-05-22,0.10774028301239014
1981-05-26,0.10731105506420135
1981-05-27,0.11332002282142639
1981-05-28,0.11332002282142639
1981-05-29,0.11374926567077637
1981-06-01,0.11374926567077637
1981-06-02,0.10816948115825653
1981-06-03,0.10816948115825653
1981-06-04,0.11031558364629745
1981-06-05,0.10859868675470352
1981-06-08,0.10473572462797165
1981-06-09,0.10688182711601257
1981-06-10,0.10816948115825653
1981-06-11,0.1128908097743988
1981-06-12,0.1116032600402832
1981-06-15,0.11117400974035263
1981-06-16,0.10902796685695648
1981-06-17,0.10731105506420135
1981-06-18,0.10688182711601257
1981-06-19,0.10387726128101349
1981-06-22,0.10001355409622192
1981-06-23,0.10173050314188004
1981-06-24,0.09915515780448914
1981-06-25,0.10130120068788528
1981-06-26,0.10001355409622192
1981-06-29,0.09657985717058182
1981-06-30,0.08928239345550537
1981-07-01,0.08842393755912781
1981-07-02,0.08842393755912781
1981-07-06,0.0854194387793541
1981-07-07,0.08627787232398987
1981-07-08,0.08971159905195236
1981-07-09,0.08284416794776917
1981-07-10,0.0764051154255867
1981-07-13,0.07812279462814331
1981-07-14,0.08155649900436401
1981-07-15,0.08370259404182434
1981-07-16,0.08584865927696228
1981-07-17,0.0888531506061554
1981-07-20,0.08284416794776917
1981-07-21,0.08241496235132217
1981-07-22,0.07769279927015305
1981-07-23,0.07983964681625366
1981-07-24,0.08241496235132217
1981-07-27,0.08584865927696228
1981-07-28,0.08284416794776917
1981-07-29,0.08155649900436401
1981-07-30,0.08456100523471832
1981-07-31,0.08584865927696228
1981-08-03,0.0849902406334877
1981-08-04,0.08627787232398987
1981-08-05,0.0888531506061554
