Modelo,MAE_Medio,Std_Dev_Medio
BayesianLinearRegressionModelo,0.09084450501804595,0.07260502581790043
HoeffdingTreeRegressorModelo,0.11459542588955261,0.0894624639028433
KNNRegressorOnlineModelo,0.1197968335753466,0.09473658243675678
LinearRegressionOnlineModelo,0.11459542588955261,0.0894624639028433
